ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
79.0,380.0,1,156,13,0,0,100,,7,8,16,2,19,0.0,5,4,24.0,,4.0,1.0,1.0,71.0,0
63.0,271.0,2,51,20,0,0,100,,7,8,26,2,32,,1,1,88.0,94.0,9.0,2.0,3.0,100.0,0
75.0,129.0,18,64,28,0,0,100,,7,8,28,0,25,0.0,0,0,59.0,,2.0,5.0,1.0,58.0,1
79.0,187.0,13,87,24,0,0,96,21.0,6,6,24,0,25,2.0,2,2,6.0,,1.0,1.0,0.0,25.0,1
86.0,147.0,7,63,15,0,0,100,,7,8,15,1,47,,1,0,6.0,91.0,1.0,2.0,0.0,60.0,1
71.0,162.0,11,51,13,0,0,92,13.0,6,6,13,1,15,0.0,0,0,51.0,,3.0,1.0,1.0,50.0,0
60.0,16.0,7,12,2,1,1,100,,7,8,3,1,100,0.0,0,0,,89.0,,2.0,,100.0,0
61.0,229.0,21,114,20,3,1,68,8.0,4,4,25,0,36,0.0,2,2,63.0,86.0,6.0,3.0,1.0,90.0,0
63.0,143.0,1,85,31,1,1,88,6.0,4,3,10,4,24,,2,2,54.0,82.0,8.0,4.0,2.0,75.0,0
88.0,367.0,9,117,32,0,0,100,,7,8,32,1,22,13.0,0,0,0.0,,4.0,2.0,0.0,35.0,1
70.0,214.0,3,80,52,0,0,96,62.0,6,6,52,3,35,0.0,5,5,13.0,17.0,10.0,3.0,2.0,62.0,1
68.0,373.0,12,88,21,0,0,90,,5,6,21,0,19,0.0,4,4,50.0,,6.0,1.0,4.0,58.0,0
80.0,315.0,27,114,12,0,0,83,38.0,6,6,13,0,50,14.0,0,0,18.0,70.0,3.0,2.0,0.0,83.0,0
84.0,149.0,6,58,20,0,0,90,24.0,6,6,21,3,48,6.0,0,0,3.0,,2.0,1.0,0.0,50.0,1
78.0,313.0,4,80,24,0,0,100,,7,8,24,2,42,0.0,0,0,25.0,62.0,5.0,2.0,2.0,58.0,1
88.0,371.0,9,133,10,0,0,100,,7,8,10,1,10,0.0,1,1,2.0,,2.0,,0.0,25.0,1
91.0,425.0,61,127,14,0,0,100,,7,8,15,0,14,,0,0,3.0,,4.0,1.0,0.0,71.0,1
89.0,299.0,6,123,25,0,0,100,,7,8,25,3,16,0.0,0,0,5.0,,5.0,1.0,0.0,46.0,1
72.0,209.0,5,97,24,0,0,96,40.0,6,6,24,2,21,5.0,0,0,38.0,,7.0,1.0,0.0,67.0,1
62.0,86.0,8,31,13,0,0,92,3.0,4,6,13,2,15,0.0,0,0,46.0,,5.0,1.0,1.0,60.0,0
72.0,230.0,21,113,17,0,0,100,,7,8,17,0,41,10.0,0,0,75.0,,7.0,1.0,2.0,89.0,1
84.0,85.0,4,42,5,0,0,100,,7,8,5,1,40,0.0,0,0,0.0,,0.0,2.0,0.0,50.0,0
85.0,429.0,5,85,26,0,0,100,,7,8,28,4,32,2.0,3,3,6.0,,2.0,,0.0,25.0,1
57.0,239.0,2,93,28,0,0,93,3.0,4,6,30,2,37,0.0,3,3,63.0,94.0,6.0,2.0,3.0,90.0,1
63.0,322.0,1,92,13,1,0,80,16.0,6,5,15,2,13,,1,1,72.0,,4.0,2.0,4.0,55.0,0
71.0,95.0,1,43,33,0,0,100,,7,8,41,4,17,0.0,4,4,17.0,89.0,7.0,3.0,1.0,53.0,1
64.0,247.0,9,97,33,0,0,100,,7,8,33,1,27,0.0,2,2,86.0,35.0,13.0,4.0,13.0,86.0,0
84.0,264.0,11,102,26,0,0,96,,5,7,27,1,33,1.0,1,1,21.0,57.0,7.0,3.0,0.0,100.0,1
71.0,109.0,16,48,26,0,0,100,,7,8,27,0,26,0.0,3,3,26.0,64.0,4.0,2.0,1.0,38.0,0
90.0,100.0,57,98,7,0,0,100,,7,8,18,0,0,,0,0,9.0,,2.0,,0.0,50.0,1
58.0,100.0,14,62,33,1,1,94,2.0,4,6,34,0,35,1.0,3,3,44.0,99.0,5.0,3.0,2.0,73.0,0
90.0,208.0,14,87,13,0,0,100,,7,8,14,0,29,13.0,0,0,15.0,82.0,1.0,2.0,0.0,38.0,1
84.0,397.0,71,199,8,0,0,88,65.0,6,6,8,0,13,0.0,0,0,0.0,,0.0,,,50.0,1
69.0,151.0,32,84,14,1,1,93,3.0,1,3,15,0,40,,1,0,1.0,21.0,1.0,2.0,0.0,75.0,1
77.0,154.0,5,128,17,0,0,100,,7,8,17,1,33,0.0,1,1,48.0,,5.0,1.0,1.0,75.0,1
54.0,424.0,0,147,7,4,2,73,19.0,6,2,12,3,27,0.0,4,4,61.0,91.0,6.0,2.0,1.0,89.0,0
74.0,213.0,8,103,23,1,1,100,,7,8,15,1,35,,1,0,16.0,,2.0,1.0,0.0,44.0,1
57.0,178.0,2,79,23,0,0,92,2.0,4,6,26,2,58,,3,3,57.0,77.0,5.0,2.0,1.0,100.0,0
61.0,388.0,8,80,11,0,0,82,21.0,6,6,11,2,36,0.0,1,1,71.0,,4.0,1.0,3.0,63.0,0
85.0,177.0,4,63,11,0,0,100,,7,8,11,2,27,0.0,0,0,0.0,89.0,2.0,3.0,0.0,56.0,1
81.0,199.0,4,94,36,0,0,100,,7,8,36,2,53,0.0,4,4,9.0,11.0,2.0,7.0,0.0,50.0,1
77.0,187.0,15,74,37,0,0,100,,7,8,37,0,14,0.0,0,0,35.0,,4.0,1.0,2.0,38.0,0
78.0,103.0,8,49,17,0,0,100,,7,8,13,1,76,9.0,0,0,19.0,86.0,1.0,7.0,0.0,80.0,1
79.0,290.0,2,132,31,0,0,100,,7,8,33,1,27,0.0,1,1,42.0,,5.0,1.0,0.0,75.0,1
81.0,152.0,25,83,8,0,0,100,,7,8,8,0,88,0.0,0,0,0.0,68.0,0.0,2.0,,67.0,0
82.0,147.0,6,35,6,0,0,100,,7,8,6,2,50,0.0,0,0,16.0,73.0,1.0,2.0,0.0,75.0,0
79.0,,4,81,18,0,0,94,43.0,6,6,0,1,17,0.0,3,3,0.0,65.0,1.0,3.0,0.0,50.0,1
66.0,77.0,2,37,8,5,5,90,33.0,6,2,10,1,90,0.0,0,0,,95.0,,4.0,,100.0,0
69.0,400.0,10,112,11,2,2,85,42.0,6,2,13,2,54,,0,0,46.0,82.0,2.0,3.0,2.0,83.0,1
70.0,256.0,9,168,35,2,2,86,43.0,6,4,37,1,14,,0,0,53.0,49.0,12.0,1.0,3.0,72.0,1
76.0,194.0,1,67,12,0,0,100,,7,8,13,5,23,0.0,1,1,59.0,90.0,7.0,2.0,1.0,90.0,0
78.0,265.0,21,143,37,0,0,100,,7,8,38,0,21,2.0,3,3,47.0,,10.0,1.0,1.0,63.0,1
71.0,194.0,3,115,14,2,1,94,4.0,3,5,16,1,31,,3,3,10.0,,1.0,,0.0,50.0,0
61.0,56.0,6,31,21,0,0,100,,7,8,21,2,29,,0,0,71.0,83.0,5.0,5.0,3.0,77.0,0
61.0,21.0,4,9,9,0,0,100,,7,8,9,6,78,0.0,3,3,73.0,68.0,1.0,3.0,1.0,80.0,0
86.0,311.0,15,115,27,0,0,100,,7,8,24,0,0,2.0,1,1,5.0,,2.0,,0.0,20.0,1
67.0,134.0,6,17,8,0,0,100,,7,8,49,5,25,3.0,2,2,61.0,58.0,4.0,2.0,1.0,75.0,0
55.0,253.0,3,74,31,1,1,97,2.0,0,6,31,1,42,0.0,2,2,11.0,92.0,4.0,6.0,0.0,80.0,0
59.0,75.0,4,43,22,0,0,96,18.0,5,6,23,2,30,0.0,7,7,59.0,82.0,14.0,4.0,2.0,90.0,0
70.0,82.0,10,31,4,0,0,100,,7,8,4,1,25,,1,1,81.0,62.0,3.0,1.0,,100.0,0
88.0,217.0,7,94,12,0,0,100,,7,8,12,1,17,,0,0,6.0,,3.0,,0.0,38.0,1
68.0,160.0,24,117,7,0,0,33,2.0,4,6,22,0,33,,0,0,41.0,,2.0,2.0,,57.0,0
55.0,259.0,2,76,21,1,0,71,1.0,3,5,25,1,21,,0,0,23.0,25.0,9.0,3.0,0.0,80.0,0
71.0,373.0,8,102,12,1,1,100,,6,8,12,1,33,1.0,3,3,0.0,,0.0,1.0,,25.0,1
71.0,179.0,3,62,15,3,2,83,37.0,6,2,18,4,33,0.0,5,5,5.0,9.0,1.0,1.0,0.0,22.0,1
87.0,174.0,2,59,16,0,0,100,,7,8,19,4,21,0.0,2,2,10.0,97.0,6.0,2.0,0.0,89.0,0
78.0,126.0,7,58,41,0,0,100,,7,8,45,2,51,0.0,2,2,14.0,75.0,3.0,5.0,0.0,50.0,1
81.0,106.0,3,48,18,0,0,100,,7,8,18,3,39,0.0,2,2,9.0,89.0,1.0,3.0,0.0,57.0,1
83.0,174.0,9,142,13,0,0,100,,7,8,14,1,36,0.0,3,3,0.0,82.0,0.0,2.0,0.0,33.0,1
61.0,140.0,2,74,27,3,2,89,4.0,4,2,37,4,59,0.0,1,1,30.0,67.0,4.0,6.0,2.0,100.0,0
82.0,336.0,4,106,23,0,0,100,,7,8,23,1,22,0.0,2,2,2.0,56.0,2.0,2.0,0.0,31.0,1
88.0,335.0,74,123,12,0,0,100,,7,8,12,0,58,,0,0,0.0,49.0,0.0,2.0,0.0,40.0,1
74.0,352.0,23,129,15,0,0,100,,7,8,15,0,33,0.0,0,0,71.0,74.0,6.0,2.0,4.0,73.0,0
80.0,233.0,3,106,28,0,0,97,2.0,4,6,30,4,37,2.0,3,3,4.0,98.0,4.0,2.0,0.0,86.0,1
79.0,196.0,13,80,25,0,0,100,,7,8,26,0,38,0.0,2,2,25.0,93.0,4.0,2.0,1.0,60.0,0
64.0,128.0,1,59,32,0,0,94,4.0,4,6,35,2,12,,2,2,19.0,42.0,3.0,1.0,1.0,31.0,0
64.0,212.0,3,67,20,1,1,100,,6,8,20,9,20,2.0,4,4,48.0,60.0,9.0,2.0,1.0,69.0,0
63.0,114.0,4,66,13,2,2,76,10.0,3,2,17,1,47,0.0,2,2,0.0,90.0,0.0,2.0,,50.0,0
62.0,144.0,6,81,4,5,3,33,17.0,6,2,9,1,22,,0,0,36.0,59.0,2.0,1.0,0.0,75.0,0
84.0,138.0,3,69,13,0,0,100,,7,8,13,2,31,,0,0,26.0,,3.0,1.0,0.0,80.0,1
84.0,288.0,2,85,11,0,0,100,,7,8,13,1,38,17.0,1,0,20.0,,2.0,1.0,1.0,38.0,1
54.0,27.0,9,19,8,1,1,100,,7,8,8,2,100,,2,1,,,,,,,0
67.0,66.0,5,24,9,0,0,100,,7,8,9,4,44,0.0,4,4,53.0,66.0,4.0,2.0,1.0,86.0,0
61.0,272.0,1,70,8,1,1,78,20.0,5,6,10,4,22,0.0,9,9,22.0,65.0,3.0,2.0,0.0,63.0,0
71.0,176.0,6,87,16,1,1,94,57.0,6,2,17,1,35,,0,0,70.0,,3.0,,1.0,75.0,1
79.0,141.0,16,111,21,0,0,100,,7,8,14,0,33,0.0,2,2,14.0,79.0,4.0,2.0,1.0,78.0,1
61.0,189.0,35,107,8,4,4,70,12.0,6,6,10,0,40,0.0,2,2,0.0,,0.0,1.0,,50.0,0
72.0,154.0,10,75,18,1,1,89,4.0,4,3,13,1,21,,2,2,4.0,81.0,1.0,3.0,0.0,57.0,0
57.0,61.0,5,30,9,0,0,89,23.0,6,6,9,1,67,0.0,2,2,98.0,89.0,3.0,1.0,2.0,100.0,0
82.0,257.0,4,86,19,0,0,100,,7,8,19,1,5,0.0,2,2,20.0,92.0,3.0,1.0,0.0,56.0,0
66.0,183.0,4,64,19,4,3,82,18.0,6,2,22,2,50,0.0,0,0,85.0,85.0,4.0,7.0,1.0,92.0,0
81.0,255.0,1,75,28,0,0,100,,7,8,30,2,27,0.0,1,1,17.0,67.0,5.0,2.0,0.0,44.0,1
80.0,216.0,6,84,33,0,0,100,,7,8,33,2,27,0.0,4,4,2.0,140.0,3.0,1.0,0.0,57.0,1
77.0,168.0,17,105,17,2,2,80,17.0,6,4,20,0,50,1.0,1,1,6.0,61.0,2.0,3.0,0.0,83.0,1
84.0,362.0,11,114,33,0,0,97,25.0,6,6,35,1,40,0.0,3,3,1.0,89.0,2.0,2.0,0.0,36.0,0
88.0,327.0,4,87,36,0,0,100,,7,8,40,2,25,0.0,1,1,0.0,,0.0,1.0,0.0,8.0,1
85.0,177.0,2,84,30,0,0,100,,7,8,35,1,33,,2,2,12.0,74.0,2.0,5.0,0.0,47.0,1
85.0,288.0,6,100,25,0,0,100,,7,8,25,2,24,0.0,0,0,10.0,57.0,3.0,2.0,0.0,50.0,1
69.0,141.0,6,55,14,0,0,100,,7,8,14,2,14,1.0,1,1,58.0,38.0,2.0,1.0,1.0,43.0,1
72.0,78.0,10,44,12,1,1,92,55.0,6,3,13,1,15,0.0,0,0,58.0,,3.0,1.0,0.0,86.0,0
71.0,94.0,4,54,13,1,0,56,26.0,6,5,18,2,39,,1,1,0.0,95.0,0.0,2.0,0.0,33.0,0
54.0,79.0,7,27,9,0,0,82,5.0,4,6,12,2,17,0.0,1,1,21.0,,5.0,1.0,2.0,75.0,0
61.0,137.0,2,52,12,1,1,93,6.0,2,4,15,1,20,0.0,2,2,22.0,,2.0,1.0,0.0,67.0,0
72.0,220.0,7,91,36,0,0,100,,7,8,36,4,22,0.0,1,1,44.0,86.0,7.0,2.0,2.0,56.0,0
68.0,335.0,8,148,18,0,0,100,,7,8,18,1,22,0.0,1,1,89.0,73.0,9.0,1.0,7.0,91.0,0
80.0,276.0,18,128,24,0,0,100,,7,8,36,0,13,2.0,1,1,17.0,76.0,5.0,3.0,0.0,69.0,1
69.0,193.0,7,62,15,0,0,100,,7,8,16,1,44,6.0,0,0,77.0,70.0,5.0,3.0,4.0,80.0,0
76.0,230.0,6,76,22,0,0,82,38.0,6,6,22,2,23,21.0,0,0,5.0,,3.0,1.0,1.0,33.0,1
68.0,180.0,1,91,9,1,1,82,22.0,6,3,11,2,9,0.0,2,2,27.0,,4.0,,1.0,67.0,0
70.0,294.0,4,98,29,0,0,91,8.0,4,6,32,1,53,0.0,2,2,30.0,,4.0,2.0,1.0,86.0,0
88.0,57.0,43,252,4,0,0,100,,7,8,3,0,25,,1,1,15.0,,1.0,,0.0,33.0,0
79.0,199.0,10,179,27,0,0,100,,7,8,27,1,26,,3,3,25.0,52.0,3.0,2.0,1.0,38.0,1
68.0,122.0,13,63,20,0,0,91,2.0,4,6,23,0,65,0.0,1,1,0.0,49.0,0.0,6.0,,86.0,0
76.0,94.0,2,36,8,0,0,100,,7,8,9,3,56,0.0,1,1,35.0,96.0,1.0,2.0,0.0,60.0,0
60.0,191.0,34,93,5,5,2,46,6.0,3,2,40,0,46,0.0,4,4,30.0,,1.0,1.0,0.0,67.0,0
64.0,94.0,3,59,45,0,0,100,,7,8,49,5,21,0.0,8,8,37.0,,12.0,2.0,4.0,67.0,0
75.0,231.0,7,83,28,2,2,97,78.0,6,6,30,2,77,1.0,1,1,10.0,73.0,2.0,3.0,0.0,63.0,1
87.0,156.0,19,70,15,0,0,100,,7,8,16,0,27,,2,2,2.0,35.0,2.0,2.0,0.0,44.0,0
57.0,264.0,6,155,3,2,2,40,4.0,4,2,5,2,40,0.0,4,4,0.0,,0.0,1.0,,50.0,0
71.0,,2,102,16,1,1,100,,6,8,0,6,18,1.0,4,4,22.0,92.0,3.0,2.0,0.0,45.0,1
63.0,148.0,4,71,13,0,0,92,43.0,6,6,13,1,54,3.0,1,1,92.0,70.0,3.0,3.0,2.0,100.0,0
78.0,,1,102,12,0,0,86,17.0,6,6,0,2,57,,0,0,16.0,101.0,3.0,4.0,0.0,89.0,0
75.0,160.0,3,85,20,1,0,91,10.0,3,5,25,1,16,0.0,0,0,2.0,28.0,5.0,2.0,0.0,58.0,1
75.0,112.0,2,48,18,1,1,100,,7,8,31,2,21,,0,0,9.0,,3.0,1.0,0.0,50.0,0
60.0,28.0,6,19,9,0,0,100,,7,8,10,3,20,0.0,2,2,58.0,,3.0,1.0,1.0,100.0,0
65.0,409.0,6,72,33,0,0,92,5.0,4,6,36,3,53,0.0,0,0,17.0,58.0,3.0,3.0,2.0,41.0,1
54.0,,32,61,9,1,1,78,1.0,0,6,9,0,56,,1,1,77.0,59.0,3.0,1.0,2.0,100.0,0
85.0,149.0,8,63,15,0,0,100,,7,8,15,1,40,0.0,2,2,5.0,32.0,1.0,3.0,0.0,44.0,1
61.0,157.0,2,53,24,0,0,84,1.0,4,6,25,4,36,0.0,0,0,41.0,98.0,1.0,4.0,1.0,55.0,0
64.0,165.0,1,52,9,2,2,82,28.0,6,4,12,1,18,0.0,2,2,9.0,100.0,2.0,1.0,0.0,50.0,1
80.0,263.0,3,79,30,0,0,100,,7,8,30,2,43,1.0,3,3,9.0,90.0,3.0,2.0,1.0,38.0,0
72.0,106.0,14,75,9,0,0,50,44.0,6,6,10,0,30,0.0,0,0,0.0,,0.0,,,0.0,1
87.0,211.0,8,105,17,0,0,100,,7,8,17,1,35,,0,0,24.0,62.0,2.0,3.0,0.0,63.0,1
75.0,172.0,4,81,25,0,0,100,,7,8,12,2,32,4.0,0,0,28.0,,6.0,1.0,1.0,64.0,1
63.0,153.0,6,68,37,1,1,91,25.0,6,6,45,1,89,0.0,0,0,82.0,74.0,3.0,5.0,0.0,100.0,0
74.0,222.0,3,102,24,1,1,96,50.0,6,2,27,2,37,0.0,2,2,3.0,,3.0,,0.0,27.0,1
87.0,492.0,10,127,14,0,0,100,,7,8,15,1,21,14.0,0,0,9.0,,5.0,1.0,0.0,60.0,1
65.0,287.0,2,82,22,0,0,100,,7,8,23,3,35,0.0,1,1,98.0,96.0,10.0,3.0,4.0,100.0,0
59.0,365.0,9,105,21,0,0,87,3.0,4,6,23,1,48,0.0,0,0,63.0,72.0,6.0,4.0,2.0,91.0,1
71.0,410.0,4,53,19,0,0,84,22.0,6,6,23,2,42,,2,2,40.0,38.0,4.0,4.0,0.0,75.0,1
86.0,324.0,11,132,8,0,0,100,,7,8,8,1,38,,0,0,39.0,,1.0,,0.0,33.0,1
60.0,106.0,2,61,25,0,0,93,41.0,6,6,27,1,22,0.0,0,0,88.0,100.0,13.0,1.0,5.0,93.0,1
66.0,138.0,7,72,4,4,4,50,45.0,6,2,8,1,25,0.0,1,1,46.0,,1.0,1.0,0.0,100.0,0
81.0,148.0,1,72,16,0,0,94,62.0,6,6,18,2,39,0.0,2,2,0.0,94.0,0.0,3.0,,75.0,1
73.0,203.0,8,69,18,0,0,100,,7,8,19,6,32,0.0,0,0,64.0,,10.0,1.0,5.0,92.0,1
86.0,144.0,21,93,7,0,0,100,,7,8,7,0,29,,0,0,12.0,,2.0,,0.0,67.0,1
78.0,137.0,32,86,24,0,0,100,,7,8,25,0,52,4.0,1,1,43.0,45.0,5.0,3.0,0.0,82.0,1
69.0,41.0,12,71,25,0,0,96,24.0,6,6,4,0,8,2.0,2,2,37.0,66.0,9.0,1.0,3.0,67.0,0
82.0,127.0,2,87,33,0,0,97,,6,6,34,3,35,0.0,1,1,6.0,,2.0,1.0,0.0,50.0,0
84.0,391.0,18,84,27,0,0,100,,7,8,22,0,22,3.0,1,1,11.0,,4.0,,0.0,33.0,1
75.0,300.0,14,124,22,0,0,100,,7,8,23,0,39,0.0,0,0,57.0,,4.0,1.0,1.0,100.0,0
63.0,363.0,13,138,21,0,0,88,1.0,4,6,24,0,25,0.0,0,0,52.0,53.0,7.0,1.0,3.0,73.0,1
68.0,123.0,20,44,7,0,0,86,10.0,6,6,7,0,29,1.0,1,1,26.0,72.0,2.0,2.0,0.0,80.0,1
58.0,71.0,2,31,20,0,0,91,8.0,4,6,22,6,41,0.0,0,0,35.0,81.0,2.0,3.0,1.0,56.0,1
80.0,331.0,13,164,15,0,0,100,,7,8,15,0,33,0.0,0,0,34.0,72.0,4.0,2.0,0.0,75.0,1
79.0,307.0,3,103,42,0,0,100,,7,8,42,2,36,1.0,3,3,33.0,81.0,6.0,3.0,1.0,69.0,1
73.0,372.0,3,86,23,0,0,83,16.0,6,6,23,2,35,0.0,5,5,9.0,75.0,2.0,6.0,0.0,53.0,0
81.0,279.0,5,84,25,0,0,100,,7,8,25,2,28,4.0,1,1,17.0,60.0,5.0,2.0,0.0,54.0,1
77.0,53.0,3,24,13,0,0,100,,7,8,13,4,46,,1,1,19.0,99.0,3.0,2.0,0.0,56.0,0
71.0,206.0,2,85,34,0,0,100,,7,8,35,1,34,0.0,1,1,95.0,61.0,5.0,2.0,5.0,70.0,0
54.0,203.0,4,78,47,5,5,90,6.0,0,2,49,2,76,0.0,3,3,56.0,90.0,5.0,14.0,0.0,86.0,0
65.0,165.0,6,61,18,1,1,79,2.0,4,3,22,5,58,,1,1,26.0,64.0,4.0,6.0,0.0,91.0,1
71.0,146.0,4,52,17,1,1,89,14.0,6,2,46,3,22,,2,2,33.0,92.0,4.0,2.0,1.0,86.0,0
71.0,216.0,6,95,26,1,0,86,13.0,6,5,28,2,29,17.0,0,0,51.0,94.0,10.0,3.0,1.0,72.0,0
74.0,254.0,15,66,39,0,0,95,8.0,4,6,74,0,38,7.0,1,1,6.0,41.0,6.0,4.0,1.0,53.0,1
63.0,223.0,4,71,19,1,0,75,17.0,6,5,20,1,55,0.0,1,1,48.0,53.0,5.0,5.0,3.0,91.0,1
70.0,23.0,17,21,3,0,0,100,,7,8,4,0,67,,0,0,95.0,78.0,1.0,1.0,,100.0,0
62.0,281.0,1,54,41,0,0,85,2.0,4,6,47,7,47,0.0,6,5,34.0,87.0,7.0,3.0,1.0,67.0,0
74.0,340.0,11,74,21,0,0,95,20.0,6,6,21,1,29,0.0,1,1,33.0,81.0,7.0,2.0,1.0,69.0,0
81.0,358.0,88,184,15,0,0,100,,7,8,16,0,19,12.0,0,0,88.0,,3.0,1.0,1.0,67.0,0
59.0,207.0,12,56,15,0,0,81,4.0,4,6,16,0,69,0.0,1,1,32.0,79.0,2.0,2.0,1.0,80.0,0
80.0,253.0,8,97,14,0,0,100,,7,8,14,1,57,3.0,1,1,57.0,,3.0,,,100.0,1
76.0,134.0,35,84,21,0,0,95,,6,6,21,0,52,,0,0,38.0,,1.0,1.0,0.0,67.0,0
72.0,116.0,9,49,10,0,0,100,,7,8,10,1,80,0.0,1,0,94.0,82.0,2.0,4.0,,100.0,0
65.0,209.0,10,103,12,11,11,81,48.0,5,2,23,2,31,,2,2,40.0,,3.0,,0.0,50.0,0
83.0,209.0,8,80,4,0,0,100,,7,8,5,1,20,0.0,0,0,9.0,,3.0,,,75.0,0
64.0,282.0,17,81,32,1,0,76,1.0,3,5,33,0,33,23.0,0,0,17.0,56.0,9.0,4.0,0.0,65.0,1
64.0,184.0,6,130,5,1,1,83,2.0,0,2,6,1,0,0.0,0,0,10.0,,1.0,,0.0,40.0,0
78.0,75.0,4,35,13,0,0,100,,7,8,14,2,50,4.0,1,1,37.0,73.0,4.0,3.0,0.0,78.0,0
72.0,206.0,3,90,46,1,0,96,44.0,6,5,47,2,26,,2,2,45.0,58.0,2.0,4.0,1.0,50.0,0
70.0,158.0,7,77,25,0,0,96,21.0,6,6,39,1,12,,2,2,15.0,,8.0,1.0,1.0,67.0,1
74.0,151.0,13,66,45,0,0,100,,7,8,46,0,9,0.0,0,0,19.0,,7.0,1.0,3.0,50.0,1
56.0,164.0,9,88,18,1,1,86,1.0,4,2,21,1,33,0.0,0,0,48.0,66.0,4.0,2.0,2.0,75.0,0
70.0,117.0,3,50,18,0,0,89,15.0,6,6,18,4,50,7.0,0,0,42.0,83.0,2.0,3.0,0.0,63.0,0
64.0,153.0,5,44,20,2,2,100,,7,8,22,3,25,0.0,1,1,37.0,98.0,8.0,1.0,3.0,82.0,0
66.0,204.0,8,69,11,1,0,83,10.0,4,5,12,2,75,0.0,0,0,0.0,92.0,0.0,3.0,0.0,80.0,0
74.0,315.0,2,98,28,0,0,97,2.0,4,6,31,4,32,0.0,2,2,9.0,35.0,4.0,3.0,1.0,50.0,1
79.0,411.0,1,138,42,0,0,98,14.0,6,6,46,1,12,0.0,2,2,0.0,93.0,4.0,2.0,0.0,25.0,1
87.0,340.0,1,137,9,0,0,100,,7,8,2,1,10,,0,0,18.0,,3.0,,0.0,75.0,1
73.0,361.0,48,144,18,0,0,89,25.0,6,6,18,0,39,0.0,1,1,51.0,9.0,2.0,2.0,1.0,56.0,1
48.0,214.0,14,110,6,10,10,38,1.0,0,2,16,0,44,,1,1,77.0,,2.0,1.0,2.0,100.0,1
71.0,228.0,5,85,35,0,0,100,,7,8,40,3,40,,4,4,62.0,23.0,4.0,2.0,1.0,54.0,0
88.0,175.0,13,89,12,0,0,100,,7,8,12,0,33,,0,0,0.0,42.0,1.0,2.0,0.0,38.0,1
85.0,386.0,6,189,26,0,0,100,,7,8,28,2,15,7.0,0,0,12.0,47.0,3.0,1.0,0.0,24.0,1
80.0,,4,61,13,0,0,93,20.0,6,6,0,4,50,4.0,4,2,3.0,49.0,1.0,3.0,0.0,67.0,1
55.0,152.0,6,78,23,2,1,87,1.0,4,3,31,3,58,0.0,0,0,0.0,91.0,0.0,2.0,0.0,75.0,0
65.0,247.0,1,67,18,1,0,95,51.0,6,5,16,3,55,,0,0,65.0,85.0,6.0,3.0,2.0,100.0,0
73.0,176.0,15,47,14,0,0,100,,7,8,14,0,7,,0,0,62.0,,7.0,,4.0,100.0,0
72.0,216.0,5,100,25,1,1,85,8.0,2,4,26,1,31,5.0,0,0,33.0,,3.0,2.0,1.0,31.0,0
65.0,188.0,6,112,14,0,0,87,2.0,4,6,15,1,53,,0,0,91.0,78.0,2.0,2.0,1.0,100.0,0
82.0,125.0,16,63,9,0,0,100,,7,8,9,0,33,0.0,1,0,28.0,,1.0,1.0,0.0,40.0,1
68.0,223.0,11,86,20,0,0,91,41.0,6,6,22,1,50,1.0,3,3,83.0,37.0,3.0,8.0,2.0,79.0,0
63.0,99.0,4,41,20,0,0,100,,7,8,20,2,50,2.0,2,2,70.0,88.0,7.0,2.0,4.0,82.0,0
61.0,121.0,2,41,39,0,0,98,37.0,6,6,41,6,41,2.0,4,4,38.0,96.0,7.0,2.0,1.0,47.0,1
52.0,266.0,2,103,18,5,5,76,2.0,4,4,23,4,33,7.0,0,0,52.0,46.0,5.0,3.0,1.0,82.0,1
71.0,157.0,8,81,14,1,1,87,7.0,4,6,15,1,27,,0,0,18.0,,1.0,,1.0,33.0,0
59.0,75.0,0,50,2,1,1,50,39.0,6,6,5,1,50,0.0,7,5,0.0,,0.0,,,0.0,0
62.0,27.0,19,22,3,2,2,100,,6,8,3,0,100,2.0,4,4,,,,1.0,,100.0,0
67.0,284.0,5,84,44,0,0,100,,7,8,45,1,27,2.0,1,1,48.0,50.0,11.0,3.0,4.0,70.0,1
63.0,189.0,11,68,22,1,0,91,34.0,6,5,23,1,43,0.0,0,0,74.0,,7.0,2.0,3.0,69.0,1
87.0,165.0,26,103,20,0,0,100,,7,8,17,0,60,,0,0,0.0,55.0,1.0,3.0,0.0,50.0,1
76.0,212.0,14,87,21,0,0,100,,5,7,21,0,33,,0,0,40.0,85.0,7.0,2.0,0.0,90.0,0
78.0,77.0,7,37,11,0,0,100,,7,8,12,2,36,,0,0,37.0,20.0,4.0,2.0,0.0,75.0,1
66.0,346.0,5,90,30,1,0,94,24.0,6,2,31,5,26,0.0,3,3,65.0,86.0,7.0,3.0,6.0,79.0,0
