ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,Class
61.0,76.0,8,27,8,1,1,100,,0,8,9,3,25,0.0,2,2,74.0,32.0,2.0,2.0,1.0,67.0,0
64.0,246.0,16,106,5,3,3,88,57.0,6,3,8,0,88,,1,1,,144.0,,4.0,,100.0,0
69.0,603.0,1,182,10,0,0,82,38.0,6,6,11,1,18,0.0,0,0,96.0,,4.0,,4.0,80.0,1
83.0,147.0,2,51,22,0,0,100,,7,8,23,3,26,0.0,0,0,5.0,86.0,3.0,3.0,0.0,60.0,1
71.0,200.0,23,94,25,0,0,71,5.0,4,6,28,0,36,8.0,0,0,3.0,14.0,2.0,2.0,0.0,44.0,0
90.0,135.0,9,76,16,0,0,100,,7,8,16,1,56,0.0,0,0,3.0,,1.0,2.0,0.0,75.0,1
64.0,296.0,5,71,28,0,0,73,4.0,4,6,30,1,23,0.0,1,1,44.0,76.0,5.0,3.0,1.0,73.0,0
61.0,358.0,9,95,31,0,0,91,10.0,4,6,33,1,39,0.0,0,0,70.0,,10.0,1.0,2.0,85.0,0
85.0,225.0,0,78,42,0,0,100,,7,8,45,3,38,0.0,1,1,6.0,92.0,3.0,2.0,0.0,31.0,1
59.0,220.0,2,70,29,0,0,97,4.0,4,6,30,2,47,0.0,0,0,55.0,89.0,4.0,3.0,3.0,70.0,0
92.0,288.0,7,102,16,0,0,100,,7,8,16,1,6,,1,0,1.0,,2.0,,0.0,29.0,1
74.0,63.0,4,41,12,0,0,100,,7,8,12,3,42,0.0,3,3,26.0,80.0,3.0,3.0,0.0,75.0,1
64.0,264.0,3,86,10,1,1,79,14.0,6,3,14,1,36,0.0,1,1,79.0,,4.0,1.0,1.0,83.0,0
86.0,544.0,21,153,26,0,0,96,50.0,6,6,17,0,27,,0,0,4.0,19.0,1.0,2.0,0.0,33.0,1
85.0,151.0,5,64,20,0,0,100,,7,8,20,2,35,0.0,0,0,4.0,56.0,4.0,2.0,0.0,67.0,0
61.0,179.0,2,81,28,0,0,97,21.0,6,6,29,3,24,0.0,3,3,69.0,56.0,15.0,4.0,11.0,83.0,0
76.0,182.0,7,86,22,0,0,100,,7,8,23,4,39,0.0,0,0,31.0,64.0,4.0,4.0,1.0,80.0,1
66.0,189.0,5,101,16,5,4,71,62.0,6,2,22,1,29,0.0,2,2,37.0,,6.0,1.0,2.0,100.0,1
66.0,203.0,32,109,8,0,0,60,1.0,4,6,10,0,10,,0,0,34.0,,3.0,1.0,1.0,100.0,1
75.0,146.0,2,58,18,0,0,100,,7,8,20,3,55,0.0,6,6,47.0,98.0,2.0,4.0,1.0,75.0,0
81.0,327.0,2,116,40,0,0,100,,7,8,5,4,15,1.0,2,2,7.0,88.0,5.0,3.0,1.0,42.0,1
76.0,172.0,2,74,18,0,0,100,,7,8,19,1,11,0.0,0,0,51.0,,2.0,2.0,2.0,50.0,1
82.0,164.0,2,108,38,0,0,100,,7,8,30,2,15,2.0,2,2,2.0,41.0,2.0,1.0,0.0,17.0,1
66.0,498.0,1,114,43,3,1,90,9.0,3,3,48,3,31,3.0,1,1,10.0,,3.0,1.0,0.0,45.0,1
77.0,120.0,5,53,25,0,0,100,,7,8,26,4,23,0.0,1,1,19.0,79.0,6.0,2.0,0.0,67.0,0
78.0,134.0,15,44,7,0,0,100,,7,8,7,0,57,,0,0,,,,1.0,,100.0,1
85.0,245.0,22,106,16,0,0,94,59.0,6,6,16,0,25,0.0,0,0,0.0,,0.0,,0.0,0.0,1
89.0,421.0,7,136,19,0,0,100,,7,8,28,1,16,,0,0,4.0,,3.0,,0.0,30.0,1
79.0,200.0,20,90,33,1,1,97,56.0,5,2,38,0,29,23.0,0,0,6.0,,2.0,1.0,0.0,60.0,1
82.0,207.0,4,69,18,0,0,100,,7,8,22,2,16,4.0,2,2,0.0,,0.0,1.0,0.0,14.0,1
66.0,138.0,30,83,12,0,0,92,3.0,4,6,13,0,31,0.0,0,0,23.0,,4.0,1.0,0.0,83.0,1
70.0,88.0,7,50,38,0,0,97,13.0,6,6,38,1,34,,0,0,25.0,,3.0,1.0,1.0,50.0,0
76.0,260.0,3,94,42,1,1,98,64.0,6,3,85,7,27,3.0,8,8,14.0,,5.0,2.0,1.0,50.0,1
79.0,361.0,5,170,7,1,0,63,16.0,6,5,8,1,25,,1,1,8.0,92.0,2.0,1.0,1.0,60.0,1
59.0,271.0,5,76,28,0,0,89,2.0,4,6,27,1,36,,3,3,23.0,97.0,8.0,3.0,0.0,69.0,0
66.0,310.0,3,95,24,1,0,96,3.0,3,5,28,2,46,0.0,1,1,43.0,55.0,4.0,3.0,1.0,78.0,0
67.0,137.0,1,54,15,0,0,82,38.0,6,6,17,1,24,0.0,3,2,47.0,,4.0,1.0,1.0,60.0,0
61.0,187.0,8,46,26,4,0,88,38.0,6,5,33,1,36,0.0,5,5,60.0,77.0,7.0,2.0,3.0,75.0,0
90.0,196.0,15,102,14,0,0,100,,7,8,14,0,0,14.0,0,0,4.0,,3.0,,0.0,33.0,1
64.0,278.0,16,196,34,2,1,81,9.0,4,4,36,0,17,,0,0,88.0,,16.0,1.0,3.0,95.0,0
84.0,233.0,4,72,23,0,0,100,,7,8,23,1,35,0.0,0,0,16.0,40.0,3.0,3.0,0.0,67.0,1
65.0,256.0,15,52,17,0,0,100,,7,8,19,0,29,2.0,5,5,57.0,79.0,2.0,4.0,2.0,60.0,1
58.0,69.0,5,35,25,0,0,100,,7,8,25,5,8,0.0,4,4,63.0,64.0,17.0,2.0,6.0,90.0,0
60.0,141.0,4,61,16,0,0,94,5.0,4,6,17,2,47,0.0,1,1,64.0,56.0,9.0,3.0,2.0,100.0,0
60.0,,3,73,19,3,3,84,76.0,0,6,0,3,42,8.0,0,0,22.0,73.0,1.0,2.0,0.0,33.0,0
64.0,93.0,2,50,20,1,1,76,32.0,6,6,22,5,24,0.0,1,1,58.0,,4.0,1.0,2.0,45.0,1
61.0,93.0,14,50,7,1,0,63,18.0,6,5,8,0,50,,1,1,93.0,,2.0,1.0,2.0,75.0,0
83.0,193.0,4,99,18,0,0,100,,7,8,18,1,33,0.0,1,1,37.0,,3.0,1.0,0.0,80.0,1
63.0,149.0,7,64,22,2,0,85,6.0,3,5,26,3,54,0.0,2,2,25.0,97.0,1.0,4.0,1.0,63.0,0
67.0,247.0,15,104,8,1,1,78,3.0,4,4,9,0,33,0.0,0,0,32.0,42.0,3.0,2.0,0.0,83.0,0
72.0,,4,76,31,0,0,100,,7,8,33,3,27,,1,1,22.0,41.0,5.0,3.0,1.0,53.0,0
76.0,168.0,12,63,21,1,1,88,66.0,6,4,24,0,54,19.0,0,0,48.0,67.0,3.0,6.0,0.0,69.0,0
84.0,220.0,4,79,24,0,0,100,,7,8,24,1,50,0.0,0,0,36.0,84.0,4.0,4.0,0.0,80.0,0
78.0,311.0,5,72,17,0,0,100,,7,8,17,3,35,,1,1,32.0,,2.0,2.0,1.0,57.0,1
79.0,130.0,15,63,12,0,0,92,33.0,6,6,12,0,42,0.0,0,0,12.0,,2.0,1.0,2.0,60.0,0
82.0,160.0,2,67,26,0,0,97,70.0,6,6,30,3,27,0.0,0,0,8.0,89.0,3.0,3.0,0.0,50.0,1
73.0,253.0,3,53,25,0,0,100,,7,8,26,4,54,0.0,6,5,25.0,60.0,4.0,6.0,0.0,71.0,0
66.0,128.0,2,45,7,3,2,89,55.0,0,3,9,1,33,0.0,4,4,13.0,88.0,4.0,2.0,0.0,100.0,0
68.0,178.0,5,73,31,0,0,97,25.0,6,6,31,2,35,0.0,4,4,26.0,82.0,5.0,3.0,1.0,67.0,0
84.0,290.0,2,140,16,0,0,100,,7,8,19,1,21,0.0,8,8,0.0,97.0,1.0,2.0,0.0,44.0,1
88.0,392.0,7,85,23,0,0,100,,7,8,76,2,25,6.0,0,0,7.0,,3.0,1.0,0.0,50.0,1
72.0,160.0,1,69,40,0,0,96,8.0,4,6,48,4,58,9.0,0,0,21.0,76.0,4.0,11.0,0.0,88.0,1
70.0,59.0,15,46,23,0,0,96,25.0,6,6,19,0,48,,0,0,63.0,51.0,5.0,1.0,2.0,100.0,0
83.0,190.0,26,102,32,0,0,97,52.0,6,6,33,0,19,2.0,1,1,2.0,20.0,2.0,3.0,0.0,42.0,1
73.0,109.0,3,65,27,1,1,100,,7,8,28,2,15,0.0,1,1,13.0,51.0,4.0,2.0,1.0,35.0,1
79.0,161.0,8,83,17,0,0,100,,7,8,19,2,42,0.0,1,1,13.0,,5.0,1.0,1.0,86.0,1
73.0,141.0,8,75,19,0,0,100,,7,8,19,1,42,0.0,0,0,99.0,91.0,1.0,2.0,1.0,100.0,0
82.0,153.0,9,54,18,0,0,100,,7,8,18,1,44,14.0,0,0,9.0,,2.0,1.0,0.0,38.0,0
83.0,221.0,3,76,33,0,0,100,,7,8,35,3,21,4.0,1,1,7.0,61.0,3.0,3.0,0.0,29.0,1
77.0,193.0,23,43,8,0,0,100,,7,8,18,0,13,,0,0,45.0,9.0,5.0,1.0,0.0,86.0,1
65.0,70.0,7,30,8,2,2,89,59.0,6,3,10,2,33,0.0,0,0,41.0,8.0,5.0,2.0,0.0,88.0,0
57.0,59.0,59,59,0,1,0,0,15.0,6,5,1,0,100,0.0,3,2,,,,1.0,,100.0,1
83.0,287.0,4,91,26,0,0,100,,7,8,27,3,42,1.0,1,1,11.0,71.0,3.0,2.0,0.0,58.0,1
93.0,366.0,19,193,7,0,0,100,,7,8,8,0,13,0.0,0,0,1.0,,2.0,,0.0,33.0,1
60.0,212.0,2,84,43,0,0,93,11.0,4,6,44,3,23,2.0,4,4,20.0,75.0,10.0,3.0,3.0,52.0,0
43.0,137.0,2,46,5,5,3,55,3.0,3,2,11,3,55,0.0,3,3,94.0,88.0,2.0,2.0,2.0,80.0,1
61.0,261.0,7,95,28,0,0,89,7.0,4,6,28,1,39,0.0,1,1,67.0,68.0,10.0,3.0,3.0,93.0,0
70.0,193.0,2,57,22,0,0,100,,7,8,23,2,22,18.0,0,0,53.0,80.0,6.0,4.0,1.0,63.0,1
71.0,209.0,7,88,35,0,0,91,19.0,6,6,35,3,34,,0,0,38.0,61.0,6.0,7.0,0.0,87.0,0
73.0,270.0,9,86,16,0,0,75,17.0,5,6,16,1,25,3.0,2,2,10.0,6.0,5.0,1.0,0.0,67.0,0
81.0,190.0,8,82,22,0,0,95,,6,6,22,3,27,0.0,0,0,17.0,49.0,2.0,2.0,0.0,44.0,0
73.0,345.0,8,111,20,1,0,86,41.0,6,5,22,1,41,0.0,1,1,23.0,153.0,4.0,7.0,1.0,69.0,1
64.0,99.0,7,43,8,0,0,100,,7,8,8,2,38,0.0,4,3,76.0,89.0,5.0,3.0,1.0,100.0,0
60.0,15.0,5,11,7,1,1,100,,7,8,8,3,29,0.0,1,1,64.0,,2.0,1.0,,75.0,0
66.0,261.0,6,108,23,1,0,79,2.0,4,5,33,2,48,11.0,0,0,24.0,30.0,3.0,3.0,0.0,46.0,1
65.0,56.0,8,31,14,0,0,100,,7,8,15,1,27,1.0,6,6,87.0,62.0,6.0,2.0,3.0,100.0,0
86.0,97.0,14,68,24,0,0,100,,7,8,33,0,12,,0,0,2.0,,1.0,1.0,0.0,25.0,0
69.0,,9,49,13,0,0,77,7.0,4,6,0,1,31,21.0,0,0,18.0,80.0,4.0,2.0,0.0,75.0,0
84.0,227.0,19,104,26,0,0,96,64.0,6,6,27,0,15,,0,0,32.0,,4.0,1.0,0.0,56.0,1
91.0,181.0,36,103,15,0,0,100,,7,8,14,0,20,,1,0,2.0,,1.0,1.0,0.0,29.0,1
91.0,387.0,68,143,8,0,0,100,,7,8,8,0,0,0.0,0,0,20.0,,4.0,,1.0,80.0,0
63.0,263.0,1,84,33,1,0,86,7.0,4,2,35,3,34,0.0,1,1,36.0,48.0,8.0,3.0,3.0,59.0,1
59.0,85.0,6,47,27,0,0,100,,7,8,28,3,33,,6,5,97.0,87.0,3.0,2.0,3.0,100.0,0
68.0,125.0,9,95,14,3,3,94,58.0,0,2,16,1,50,7.0,0,0,14.0,97.0,2.0,2.0,0.0,57.0,0
68.0,212.0,3,89,33,0,0,97,13.0,6,6,33,3,42,3.0,1,1,43.0,68.0,5.0,3.0,0.0,67.0,1
57.0,341.0,5,109,29,0,0,97,3.0,4,6,29,1,28,,0,0,67.0,50.0,9.0,4.0,5.0,76.0,0
79.0,168.0,7,81,16,0,0,100,,7,8,18,1,44,4.0,1,1,0.0,46.0,1.0,2.0,1.0,57.0,1
86.0,217.0,29,116,21,0,0,100,,7,8,19,0,14,,0,0,20.0,46.0,4.0,1.0,0.0,71.0,1
89.0,408.0,4,108,28,0,0,100,,7,8,30,2,20,0.0,1,1,10.0,66.0,4.0,2.0,0.0,55.0,1
77.0,186.0,35,73,9,1,1,90,,6,4,10,0,30,0.0,0,0,0.0,11.0,2.0,1.0,0.0,43.0,0
70.0,70.0,7,39,6,0,0,100,,7,8,6,2,17,0.0,0,0,96.0,,3.0,,3.0,75.0,0
56.0,64.0,18,48,2,1,1,75,8.0,0,6,5,0,100,0.0,0,0,,,,1.0,,100.0,0
85.0,190.0,2,49,9,0,0,100,,7,8,10,2,30,3.0,1,1,5.0,56.0,2.0,2.0,0.0,57.0,1
64.0,228.0,10,86,18,1,1,85,7.0,0,2,20,1,55,0.0,1,1,47.0,44.0,3.0,5.0,1.0,83.0,0
64.0,130.0,1,33,13,0,0,100,,7,8,14,6,0,4.0,1,1,64.0,,7.0,,3.0,78.0,1
70.0,117.0,3,65,29,0,0,100,,7,8,29,4,34,,0,0,69.0,94.0,8.0,3.0,5.0,71.0,0
74.0,225.0,2,71,26,0,0,100,,7,8,32,6,50,,3,2,40.0,77.0,8.0,5.0,1.0,100.0,0
87.0,99.0,37,99,24,0,0,100,,7,8,3,0,29,15.0,0,0,11.0,8.0,1.0,2.0,0.0,38.0,1
77.0,265.0,4,84,23,1,0,80,8.0,4,5,25,4,20,4.0,1,1,2.0,,3.0,1.0,0.0,36.0,0
86.0,120.0,12,68,25,0,0,100,,7,8,25,0,40,0.0,1,1,1.0,,3.0,1.0,0.0,50.0,1
91.0,278.0,32,131,33,0,0,100,,7,8,26,0,14,,0,0,5.0,,2.0,1.0,0.0,33.0,1
61.0,79.0,4,36,19,0,0,95,5.0,4,6,19,3,26,0.0,6,6,31.0,86.0,5.0,3.0,1.0,62.0,0
70.0,386.0,2,122,18,1,0,90,80.0,6,5,20,1,15,0.0,0,0,77.0,99.0,6.0,2.0,3.0,57.0,0
68.0,72.0,5,38,21,0,0,95,20.0,6,6,22,3,36,0.0,1,1,47.0,90.0,3.0,5.0,1.0,73.0,0
75.0,171.0,2,68,20,0,0,100,,7,8,21,1,33,0.0,1,1,21.0,69.0,3.0,2.0,1.0,71.0,1
89.0,231.0,19,93,22,0,0,100,,7,8,22,0,23,0.0,0,0,2.0,73.0,1.0,3.0,0.0,27.0,1
61.0,143.0,1,60,33,0,0,100,,7,8,36,3,29,0.0,4,4,80.0,76.0,7.0,6.0,4.0,83.0,0
73.0,311.0,4,108,19,0,0,95,11.0,4,6,19,2,42,0.0,3,3,23.0,,4.0,3.0,1.0,54.0,1
89.0,233.0,3,118,35,0,0,100,,7,8,36,4,33,15.0,0,0,0.0,,4.0,,0.0,33.0,1
81.0,74.0,2,47,24,0,0,100,,7,8,26,1,12,,2,2,8.0,,2.0,1.0,0.0,38.0,0
57.0,346.0,25,68,13,1,1,73,4.0,4,6,26,0,53,9.0,0,0,0.0,53.0,2.0,4.0,0.0,67.0,0
91.0,402.0,13,118,21,0,0,100,,7,8,21,0,52,0.0,1,1,2.0,,2.0,1.0,0.0,38.0,1
66.0,95.0,0,54,14,0,0,94,19.0,6,6,16,3,19,0.0,3,3,53.0,,8.0,1.0,2.0,69.0,0
75.0,160.0,5,69,12,0,0,100,,7,8,12,2,42,2.0,2,2,85.0,100.0,2.0,2.0,2.0,83.0,0
39.0,80.0,11,11,0,2,2,0,1.0,0,2,11,1,0,0.0,4,4,,,,,,,0
56.0,237.0,5,92,24,3,2,70,5.0,3,5,27,3,52,0.0,8,7,22.0,65.0,4.0,4.0,1.0,62.0,1
56.0,180.0,3,80,35,1,1,95,4.0,4,6,38,3,63,0.0,2,2,60.0,96.0,7.0,2.0,2.0,91.0,0
90.0,240.0,1,96,20,0,0,100,,7,8,22,1,32,,0,0,0.0,77.0,2.0,3.0,0.0,36.0,1
68.0,178.0,3,85,21,0,0,100,,7,8,22,3,43,2.0,7,7,66.0,3.0,3.0,3.0,1.0,100.0,0
91.0,412.0,8,102,18,0,0,100,,7,8,19,1,42,5.0,1,1,4.0,,2.0,1.0,0.0,43.0,1
73.0,347.0,6,140,32,0,0,100,,7,8,32,1,9,,0,0,41.0,,15.0,1.0,6.0,74.0,1
87.0,218.0,17,98,17,0,0,100,,7,8,39,0,35,,0,0,0.0,6.0,1.0,1.0,0.0,29.0,1
65.0,60.0,3,30,14,0,0,93,9.0,4,6,14,5,71,0.0,0,0,65.0,85.0,2.0,3.0,0.0,71.0,0
57.0,342.0,7,57,17,0,0,88,4.0,4,6,17,3,82,,2,0,99.0,45.0,2.0,4.0,1.0,100.0,0
81.0,165.0,2,67,36,0,0,100,,7,8,33,4,22,9.0,0,0,7.0,33.0,6.0,3.0,0.0,75.0,1
69.0,243.0,2,89,32,0,0,100,,7,8,22,4,30,,0,0,45.0,77.0,9.0,4.0,3.0,59.0,1
67.0,232.0,11,91,28,0,0,96,40.0,6,6,28,1,21,0.0,4,4,39.0,90.0,7.0,3.0,3.0,67.0,1
71.0,191.0,6,74,33,2,1,91,1.0,0,2,35,3,17,0.0,2,2,29.0,89.0,4.0,2.0,1.0,50.0,0
84.0,133.0,1,77,28,0,0,100,,6,7,32,3,38,,2,2,32.0,76.0,1.0,2.0,0.0,60.0,1
66.0,265.0,4,78,50,1,0,88,11.0,3,5,51,5,12,2.0,4,4,24.0,56.0,7.0,2.0,3.0,39.0,1
89.0,425.0,27,133,8,0,0,100,,7,8,8,0,25,0.0,0,0,5.0,,2.0,1.0,0.0,50.0,1
64.0,181.0,2,68,17,2,0,82,8.0,3,5,22,3,55,5.0,0,0,37.0,78.0,2.0,2.0,1.0,57.0,1
59.0,127.0,12,44,13,1,1,92,40.0,0,6,15,0,20,2.0,2,2,98.0,39.0,7.0,2.0,6.0,100.0,0
71.0,117.0,4,37,13,0,0,100,,7,8,13,3,100,2.0,1,1,,72.0,,5.0,,100.0,0
79.0,463.0,3,88,45,0,0,100,,7,8,46,5,20,3.0,1,1,12.0,98.0,3.0,2.0,0.0,56.0,1
87.0,182.0,3,83,20,0,0,100,,7,8,13,4,35,,0,0,5.0,54.0,5.0,2.0,0.0,47.0,0
86.0,222.0,5,86,26,0,0,96,,5,7,30,2,31,,0,0,24.0,,3.0,,0.0,60.0,1
71.0,367.0,7,145,38,0,0,95,59.0,6,6,41,1,29,1.0,4,4,21.0,97.0,13.0,2.0,1.0,73.0,0
66.0,409.0,4,138,18,0,0,85,15.0,6,6,20,2,25,0.0,0,0,55.0,,7.0,,1.0,80.0,0
64.0,150.0,2,45,12,1,1,86,3.0,0,2,14,4,21,0.0,2,2,9.0,,4.0,1.0,,56.0,0
62.0,164.0,9,47,13,0,0,100,,7,8,13,3,31,0.0,1,1,81.0,87.0,5.0,2.0,4.0,88.0,0
72.0,243.0,3,71,24,1,1,100,,7,8,26,3,24,0.0,2,2,2.0,96.0,3.0,1.0,0.0,29.0,1
61.0,205.0,4,78,22,0,0,95,1.0,4,6,22,2,23,0.0,0,0,70.0,75.0,4.0,2.0,3.0,46.0,0
58.0,108.0,4,49,11,2,1,57,6.0,4,2,14,3,71,0.0,4,3,0.0,74.0,1.0,4.0,,83.0,0
65.0,187.0,6,86,31,0,0,94,17.0,6,6,32,1,34,0.0,1,1,58.0,77.0,10.0,4.0,4.0,93.0,0
79.0,543.0,1,65,15,0,0,100,,7,8,18,6,29,10.0,0,0,46.0,97.0,6.0,2.0,0.0,73.0,0
79.0,138.0,4,56,26,0,0,100,,7,8,27,3,19,,0,0,12.0,,4.0,2.0,0.0,70.0,1
80.0,80.0,13,49,21,0,0,100,,7,8,21,0,52,13.0,0,0,33.0,,4.0,2.0,0.0,75.0,0
59.0,68.0,68,68,1,1,1,100,,0,8,1,0,100,0.0,0,0,,,,1.0,,100.0,0
60.0,110.0,6,64,10,2,2,45,59.0,6,4,12,2,64,0.0,4,3,28.0,,1.0,1.0,0.0,67.0,0
80.0,51.0,30,41,9,0,0,100,,7,8,9,0,33,8.0,0,0,18.0,,2.0,1.0,1.0,60.0,1
84.0,401.0,13,128,32,0,0,100,,7,8,35,0,45,13.0,0,0,15.0,58.0,5.0,3.0,0.0,62.0,1
85.0,319.0,3,91,15,0,0,100,,7,8,17,2,24,0.0,5,5,3.0,,2.0,1.0,0.0,50.0,0
64.0,190.0,7,70,34,0,0,91,7.0,4,6,35,1,20,0.0,0,0,18.0,70.0,12.0,2.0,2.0,52.0,0
60.0,43.0,7,23,9,0,0,78,6.0,4,6,9,1,67,0.0,0,0,0.0,19.0,0.0,3.0,,60.0,0
62.0,183.0,5,95,8,5,2,50,17.0,6,2,14,1,29,0.0,2,2,59.0,,1.0,1.0,1.0,50.0,0
54.0,194.0,11,85,11,3,2,43,3.0,3,2,30,1,36,,0,0,55.0,,4.0,1.0,1.0,83.0,0
70.0,207.0,5,58,12,1,1,100,,6,8,14,3,29,1.0,4,4,2.0,,1.0,1.0,0.0,29.0,1
84.0,162.0,14,79,21,0,0,100,,7,8,22,0,68,0.0,1,1,16.0,74.0,1.0,2.0,0.0,75.0,1
91.0,294.0,41,117,18,0,0,100,,7,8,18,0,22,,0,0,6.0,,3.0,1.0,0.0,67.0,1
59.0,139.0,6,56,15,0,0,93,3.0,4,6,15,1,53,0.0,1,1,80.0,46.0,5.0,2.0,2.0,100.0,0
81.0,180.0,8,78,27,0,0,100,,7,8,8,1,41,0.0,2,1,12.0,35.0,2.0,2.0,0.0,44.0,0
68.0,95.0,4,42,21,0,0,100,,7,8,22,2,14,0.0,2,2,65.0,13.0,3.0,2.0,1.0,83.0,0
77.0,183.0,13,77,16,0,0,100,,7,8,16,0,19,0.0,2,2,37.0,84.0,1.0,1.0,0.0,33.0,0
59.0,101.0,2,47,32,0,0,97,43.0,6,6,33,7,33,0.0,1,1,38.0,81.0,7.0,4.0,2.0,58.0,0
72.0,110.0,1,52,33,1,1,97,28.0,6,2,37,4,22,0.0,6,6,12.0,99.0,6.0,2.0,0.0,42.0,0
80.0,231.0,3,61,27,0,0,100,,7,8,25,4,33,18.0,0,0,10.0,92.0,3.0,2.0,0.0,45.0,0
69.0,217.0,44,118,30,1,0,94,8.0,4,5,23,0,25,8.0,0,0,10.0,,9.0,,1.0,75.0,0
76.0,126.0,5,64,12,0,0,100,,7,8,8,2,31,,0,0,66.0,,2.0,1.0,2.0,75.0,0
66.0,95.0,21,64,18,1,1,100,,6,8,18,0,22,0.0,0,0,75.0,53.0,7.0,2.0,4.0,100.0,1
62.0,102.0,2,69,6,1,1,75,44.0,6,2,8,1,50,,1,1,65.0,,4.0,,1.0,100.0,0
78.0,211.0,16,86,27,0,0,100,,7,8,27,0,22,,5,5,11.0,30.0,3.0,2.0,0.0,71.0,0
77.0,496.0,39,177,17,0,0,95,8.0,4,6,20,0,65,3.0,2,1,4.0,,2.0,3.0,0.0,50.0,1
72.0,263.0,6,95,38,0,0,97,32.0,6,6,38,3,24,,0,0,53.0,35.0,8.0,2.0,2.0,61.0,0
75.0,181.0,4,63,30,0,0,100,,7,8,32,1,33,23.0,0,0,14.0,31.0,4.0,4.0,1.0,62.0,1
55.0,58.0,3,24,18,0,0,95,5.0,4,6,19,3,53,0.0,1,1,65.0,91.0,4.0,4.0,2.0,89.0,0
77.0,191.0,4,76,20,0,0,100,,7,8,20,2,35,0.0,3,2,69.0,17.0,2.0,2.0,1.0,63.0,0
85.0,299.0,2,95,12,0,0,93,46.0,6,6,14,3,14,0.0,2,2,5.0,101.0,3.0,2.0,0.0,78.0,1
81.0,187.0,1,63,29,0,0,100,,7,8,31,6,45,1.0,2,2,15.0,22.0,5.0,5.0,0.0,53.0,1
86.0,197.0,1,85,14,1,0,94,25.0,6,5,16,1,25,0.0,1,1,1.0,,1.0,1.0,0.0,38.0,1
82.0,,57,89,7,0,0,100,,7,8,0,0,14,0.0,1,1,27.0,,2.0,,1.0,40.0,1
54.0,134.0,2,60,30,0,0,85,11.0,4,6,16,4,32,0.0,3,3,26.0,53.0,5.0,2.0,1.0,50.0,0
74.0,158.0,3,65,24,0,0,96,,6,6,25,2,40,0.0,0,0,48.0,81.0,7.0,6.0,1.0,81.0,0
66.0,188.0,5,77,7,1,0,75,48.0,6,5,8,1,25,5.0,0,0,99.0,,1.0,,,100.0,0
69.0,208.0,23,125,7,2,0,73,24.0,6,5,11,0,73,,5,5,,,,1.0,,100.0,0
68.0,203.0,13,84,23,0,0,96,1.0,4,6,24,0,42,0.0,0,0,81.0,68.0,4.0,3.0,3.0,89.0,0
81.0,136.0,24,63,19,0,0,100,,7,8,19,0,21,,0,0,42.0,39.0,1.0,2.0,0.0,60.0,1
76.0,152.0,2,65,26,0,0,97,,5,7,29,4,34,,4,4,25.0,56.0,6.0,5.0,0.0,81.0,0
76.0,187.0,5,70,64,0,0,100,,7,8,65,2,30,2.0,1,1,26.0,75.0,7.0,4.0,1.0,55.0,1
67.0,44.0,21,96,6,2,1,50,36.0,6,2,14,0,0,0.0,2,2,65.0,,4.0,,2.0,80.0,1
68.0,255.0,13,120,16,0,0,100,,7,8,21,0,33,0.0,0,0,90.0,,6.0,1.0,3.0,100.0,1
65.0,166.0,11,63,21,1,1,83,25.0,5,2,30,1,35,,0,0,58.0,4.0,5.0,2.0,1.0,88.0,1
72.0,149.0,2,63,46,0,0,100,,7,8,49,4,51,,4,4,34.0,83.0,4.0,5.0,2.0,75.0,1
72.0,262.0,6,99,30,1,1,94,15.0,6,2,17,2,65,5.0,0,0,31.0,43.0,3.0,11.0,1.0,78.0,1
68.0,156.0,6,46,10,1,0,91,,6,5,11,2,27,,2,1,74.0,89.0,4.0,2.0,3.0,75.0,0
66.0,283.0,3,95,16,0,0,75,11.0,4,6,16,2,38,3.0,4,4,34.0,,3.0,1.0,1.0,57.0,0
71.0,86.0,3,31,22,0,0,100,,7,8,22,8,45,0.0,3,2,64.0,91.0,3.0,6.0,1.0,75.0,0
65.0,107.0,7,48,40,0,0,100,,6,8,43,4,42,0.0,2,2,80.0,86.0,5.0,2.0,4.0,70.0,0
66.0,199.0,4,119,33,4,1,90,2.0,3,5,41,2,39,0.0,1,1,54.0,98.0,10.0,2.0,4.0,86.0,1
82.0,181.0,8,85,12,0,0,100,,7,8,12,1,33,0.0,0,0,24.0,,3.0,1.0,0.0,57.0,1
64.0,286.0,1,97,27,0,0,93,6.0,4,6,55,3,45,0.0,6,6,33.0,57.0,2.0,3.0,1.0,56.0,0
74.0,155.0,11,68,18,0,0,91,7.0,4,6,23,2,26,0.0,0,0,1.0,,3.0,1.0,0.0,36.0,0
59.0,209.0,5,96,16,1,1,82,1.0,4,3,17,1,18,4.0,1,1,43.0,,6.0,1.0,0.0,70.0,0
